PERINGKAT,NAMA PROVINSI,NAMA KABUPATEN,NAMA KECAMATAN,"K0DE DESADAGRI 72/2019",NAMA DESA,"NILAI IDM2021","STATUS IDMDESA 2021"
"56,625",JAMBI,KERINCI,KELILING DANAU,1501082011,SEMERAP,0.5990,BERKEMBANG
"56,626",JAMBI,KERINCI,SIULAK,1501162006,SIULAK KECIL MUDIK,0.5990,BERKEMBANG
"56,627",JAMBI,TANJUNG JABUNG TIMUR,MENDAHARA ULU,1507092003,SUNGAI TOMAN,0.5990,BERKEMBANG
"56,628",JAMBI,TANJUNG JABUNG TIMUR,MUARA SABAK TIMUR,1507012001,ALANG-ALANG,0.5990,BERKEMBANG
"56,629",JAWA BARAT,CIAMIS,PANUMBANGAN,3207072014,BUANAMEKAR,0.5990,BERKEMBANG
"56,630",JAWA TENGAH,BLORA,TODANAN,3316142012,KETILENG,0.5990,BERKEMBANG
"56,631",JAWA TENGAH,KEBUMEN,PURING,3305032006,PURWOSARI,0.5990,BERKEMBANG
"56,632",JAWA TENGAH,MAGELANG,KAJORAN,3308122007,NGENDROSARI,0.5990,BERKEMBANG
"56,633",JAWA TENGAH,MAGELANG,KALIANGKRIK,3308132008,PENGARENGAN,0.5990,BERKEMBANG
"56,634",JAWA TENGAH,SRAGEN,PLUPUH,3314022006,MANYAREJO,0.5990,BERKEMBANG
"56,635",JAWA TIMUR,BANGKALAN,MODUNG,3526162012,PAKONG,0.5990,BERKEMBANG
"56,636",JAWA TIMUR,KEDIRI,TAROKAN,3506202006,SUMBERDUREN,0.5990,BERKEMBANG
"56,637",JAWA TIMUR,TUBAN,SENORI,3523052006,WONOSARI,0.5990,BERKEMBANG
"56,638",KALIMANTAN BARAT,LANDAK,AIR BESAR,6108052012,TENGUWE,0.5990,BERKEMBANG
"56,639",KALIMANTAN SELATAN,BALANGAN,TEBING TINGGI,6311082011,AJUNG,0.5990,BERKEMBANG
"56,640",KALIMANTAN SELATAN,KOTABARU,KELUMPANG TENGAH,6302092003,TANAH RATA,0.5990,BERKEMBANG
"56,641",KALIMANTAN TENGAH,KOTAWARINGIN TIMUR,TUALAN HULU,6202162005,SEBUNGSU,0.5990,BERKEMBANG
"56,642",LAMPUNG,LAMPUNG UTARA,TANJUNG RAJA,1803042003,MERAMBUNG,0.5990,BERKEMBANG
"56,643",MALUKU UTARA,HALMAHERA TIMUR,WASILE SELATAN,8206042018,AKE JAWI,0.5990,BERKEMBANG
"56,644",NUSA TENGGARA TIMUR,FLORES TIMUR,SOLOR TIMUR,5306072003,LEBAO,0.5990,BERKEMBANG
"56,645",NUSA TENGGARA TIMUR,KUPANG,AMABI OEFETO TIMUR,5301202003,NUNMAFO,0.5990,BERKEMBANG
"56,646",NUSA TENGGARA TIMUR,KUPANG,NEKAMESE,5301162004,USAPI SONBAI,0.5990,BERKEMBANG
"56,647",NUSA TENGGARA TIMUR,LEMBATA,ILE APE,5313032025,BEUTARAN,0.5990,BERKEMBANG
"56,648",PAPUA,NABIRE,NABIRE,9104012011,KALISUSU,0.5990,BERKEMBANG
"56,649",RIAU,KUANTAN SINGINGI,LOGAS TANAH DARAT,1409102006,RAMBAHAN,0.5990,BERKEMBANG
"56,650",RIAU,SIAK,KOTO GASIB,1408092010,SRI GEMILANG,0.5990,BERKEMBANG
"56,651",SULAWESI TENGAH,BANGGAI,NUHON,7201132016,BATU HITAM,0.5990,BERKEMBANG
"56,652",SULAWESI TENGAH,BANGGAI KEPULAUAN,TINANGKUNG SELATAN,7207112002,PAISUMUSONI,0.5990,BERKEMBANG
"56,653",SULAWESI TENGAH,BUOL,BUNOBOGU,7205042003,BOTUGOLU,0.5990,BERKEMBANG
"56,654",SULAWESI TENGAH,SIGI,PALOLO,7210022011,BAKUBAKULU,0.5990,BERKEMBANG
"56,655",SULAWESI TENGGARA,BOMBANA,POLEANG TENGGARA,7406122003,TERAPUNG,0.5990,BERKEMBANG
"56,656",SULAWESI TENGGARA,BUTON TENGAH,SANGIA WAMBULU,7414072004,BARUTA,0.5990,BERKEMBANG
"56,657",SULAWESI TENGGARA,BUTON UTARA,KAMBOWA,7410022008,MATA,0.5990,BERKEMBANG
"56,658",SULAWESI TENGGARA,KOLAKA UTARA,PAKUE TENGAH,7408102006,TARENGGA,0.5990,BERKEMBANG
"56,659",SULAWESI TENGGARA,KONAWE,MELUHU,7402252006,LAROWIU,0.5990,BERKEMBANG
"56,660",SULAWESI TENGGARA,KONAWE,SAMPARA,7402052027,TOTOMBE JAYA,0.5990,BERKEMBANG
"56,661",SULAWESI UTARA,BOLAANG MONGONDOW UTARA,BOLANGITANG TIMUR,7108032019,NAGARA,0.5990,BERKEMBANG
"56,662",SUMATERA SELATAN,BANYUASIN,PULAU RIMAU,1607042037,SENDA MUKTI,0.5990,BERKEMBANG
"56,663",SUMATERA SELATAN,EMPAT LAWANG,LINTANG KANAN,1611052008,RANTAU KASAI,0.5990,BERKEMBANG
"56,664",SUMATERA SELATAN,OGAN KOMERING ILIR,PEDAMARAN,1602032017,BURNAI TIMUR,0.5990,BERKEMBANG
"56,665",SUMATERA UTARA,DAIRI,PARBULUAN,1211102006,PARBULUAN I,0.5990,BERKEMBANG
"56,666",SUMATERA UTARA,HUMBANG HASUNDUTAN,PAKKAT,1216092006,TUKKA DOLOK,0.5990,BERKEMBANG
"56,667",SUMATERA UTARA,NIAS,SOGAE'ADU,1204352003,LA'URI,0.5990,BERKEMBANG
"56,668",SUMATERA UTARA,PADANG LAWAS UTARA,BATANG ONANG,1220072021,PURBA TUA,0.5990,BERKEMBANG
"56,669",SUMATERA UTARA,SAMOSIR,SIANJAR MULA MULA,1217062001,HUTA GINJANG,0.5990,BERKEMBANG
"56,670",SUMATERA UTARA,SIMALUNGUN,RAYA,1208292016,BONGGURAN KARIAHAN,0.5990,BERKEMBANG
"56,671",SUMATERA UTARA,TAPANULI UTARA,PAHAE JULU,1202052015,LOBU PINING,0.5990,BERKEMBANG
"56,672",SUMATERA UTARA,TAPANULI UTARA,PAHAE JULU,1202052006,LUMBAN GARAGA,0.5990,BERKEMBANG
"56,673",SUMATERA UTARA,TAPANULI UTARA,PAHAE JULU,1202052004,PAGUR DOTAN,0.5990,BERKEMBANG
"56,674",ACEH,ACEH BARAT,WOYLA TIMUR,1105112002,LUBUK PANYANG,0.5989,TERTINGGAL
"56,675",ACEH,ACEH SELATAN,MEUKEK,1101052012,ARUN TUNGGAI,0.5989,TERTINGGAL
"56,676",ACEH,ACEH TAMIANG,SEKERAK,1116122007,LUBUK SIDUP,0.5989,TERTINGGAL
"56,677",ACEH,ACEH TIMUR,BANDA ALAM,1103152002,JAMBO REUHAT,0.5989,TERTINGGAL
"56,678",ACEH,ACEH UTARA,LHOKSUKON,1108042029,MEUNASAH GEULINGGANG,0.5989,TERTINGGAL
"56,679",ACEH,ACEH UTARA,PAYA BAKONG,1108202030,TANJUNG DRIEN,0.5989,TERTINGGAL
"56,680",ACEH,ACEH UTARA,SYAMTALIRA BAYU,1108112024,PULO BLANG MANGAT,0.5989,TERTINGGAL
"56,681",ACEH,ACEH UTARA,T. JAMBO AYE,1108142028,LUENG TUHA,0.5989,TERTINGGAL
"56,682",ACEH,ACEH UTARA,T. JAMBO AYE,1108142026,MATANG SEUKE PULOT,0.5989,TERTINGGAL
"56,683",ACEH,SIMEULUE,SALANG,1109022002,PADANG UNOI,0.5989,TERTINGGAL
"56,684",BANTEN,LEBAK,CIKULUR,3602172008,CURUGPANJANG,0.5989,TERTINGGAL
"56,685",BANTEN,LEBAK,SOBANG,3602222002,SOBANG,0.5989,TERTINGGAL
"56,686",KALIMANTAN SELATAN,HULU SUNGAI UTARA,BABIRIK,6308022016,HAMBUKU LIMA,0.5989,TERTINGGAL
"56,687",KALIMANTAN TENGAH,KAPUAS,MANTANGAI,6203092012,LAHEI MANGKUTUP,0.5989,TERTINGGAL
"56,688",KALIMANTAN TENGAH,KAPUAS,MANTANGAI,6203092004,LAMUNTI,0.5989,TERTINGGAL
"56,689",KALIMANTAN TENGAH,KAPUAS,PULAU PETAK,6203062007,PALANGKAI,0.5989,TERTINGGAL
"56,690",KALIMANTAN UTARA,NUNUKAN,LUMBIS,6503042012,SEMALAT,0.5989,TERTINGGAL
"56,691",KALIMANTAN UTARA,NUNUKAN,LUMBIS OGONG,6503152006,BATUNG,0.5989,TERTINGGAL
"56,692",LAMPUNG,PESISIR BARAT,NGARAS,1813102017,PADANG ALAM,0.5989,TERTINGGAL
"56,693",MALUKU UTARA,HALMAHERA SELATAN,OBI TIMUR,8204292004,WOOI,0.5989,TERTINGGAL
"56,694",MALUKU UTARA,HALMAHERA TIMUR,WASILE TIMUR,8206072005,TUTULING JAYA,0.5989,TERTINGGAL
"56,695",MALUKU UTARA,HALMAHERA UTARA,LOLODA UTARA,8203092003,ASIMIRO,0.5989,TERTINGGAL
"56,696",NUSA TENGGARA BARAT,SUMBAWA,LABUHAN BADAS,5204182007,BUGIS MEDANG,0.5989,TERTINGGAL
"56,697",NUSA TENGGARA TIMUR,ALOR,ALOR TIMUR LAUT,5305082002,WAISIKA,0.5989,TERTINGGAL
"56,698",NUSA TENGGARA TIMUR,MALAKA,WELIMAN,5321042009,UMALAWAIN,0.5989,TERTINGGAL
"56,699",SULAWESI SELATAN,KEPULAUAN SELAYAR,BONTOMATENE,7301032011,MENARA INDAH,0.5989,TERTINGGAL
"56,700",SULAWESI SELATAN,WAJO,MAJAULENG,7313052013,TAJO,0.5989,TERTINGGAL
"56,701",SULAWESI TENGGARA,KOLAKA UTARA,POREHU,7408122004,PONGGI,0.5989,TERTINGGAL
"56,702",SULAWESI TENGGARA,MUNA BARAT,MAGINTI,7413062008,KEMBAR MAMINASA,0.5989,TERTINGGAL
"56,703",SUMATERA SELATAN,MUSI BANYUASIN,BATANG HARI LEKO,1606042013,PINGGAP,0.5989,TERTINGGAL
"56,704",SUMATERA SELATAN,OGAN KOMERING ULU,LENGKITI,1601282002,KARANG ENDAH,0.5989,TERTINGGAL
"56,705",SUMATERA SELATAN,OGAN KOMERING ULU,LUBUK BATANG,1601222008,BELATUNG,0.5989,TERTINGGAL
"56,706",SUMATERA UTARA,MANDAILING NATAL,RANTO BAEK,1213182013,RANTO PANJANG,0.5989,TERTINGGAL
"56,707",SUMATERA UTARA,MANDAILING NATAL,TAMBANGAN,1213102013,MUARA MAIS JAMBUR,0.5989,TERTINGGAL
"56,708",SUMATERA UTARA,PADANG LAWAS,BARUMUN,1221072021,TANJUNG DURIAN,0.5989,TERTINGGAL
"56,709",SUMATERA UTARA,TAPANULI UTARA,PAHAE JULU,1202052010,SIMATANIARI,0.5989,TERTINGGAL
"56,710",SUMATERA UTARA,TOBA SAMOSIR,LUMBAN JULU,1212092005,JANGGA TORUAN,0.5989,TERTINGGAL
"56,711",SUMATERA UTARA,TOBA SAMOSIR,SIANTAR NARUMONDA,1212202009,SIANTAR SITIO TIO,0.5989,TERTINGGAL
"56,712",ACEH,ACEH BESAR,PULO ACEH,1106132014,PASI JANENG,0.5987,TERTINGGAL
"56,713",ACEH,ACEH JAYA,DARUL HIKMAH,1114082016,GAMPONG BARO LAMTEUNGOH,0.5987,TERTINGGAL
"56,714",ACEH,ACEH UTARA,TANAH LUAS,1108122038,BAYI,0.5987,TERTINGGAL
"56,715",ACEH,BIREUEN,JULI,1111092017,PAYA CUT,0.5987,TERTINGGAL
"56,716",ACEH,BIREUEN,KOTA JUANG,1111132020,COT PEUTEK,0.5987,TERTINGGAL
"56,717",ACEH,NAGAN RAYA,SEUNAGAN TIMUR,1115032021,COT TEUKU DEK,0.5987,TERTINGGAL
"56,718",ACEH,PIDIE,BATEE,1107032021,TEUPIN JEUE,0.5987,TERTINGGAL
"56,719",BENGKULU,KAUR,LUAS,1704102003,PADANG JATI,0.5987,TERTINGGAL
"56,720",KALIMANTAN BARAT,SEKADAU,NANGA TAMAN,6109032009,NANGA KOMAN,0.5987,TERTINGGAL
"56,721",KALIMANTAN SELATAN,HULU SUNGAI UTARA,AMUNTAI SELATAN,6308042027,MURUNG PANGGANG,0.5987,TERTINGGAL
"56,722",KALIMANTAN TIMUR,KUTAI BARAT,SILUQ NGURAI,6407172010,TENDIQ,0.5987,TERTINGGAL
"56,723",KALIMANTAN UTARA,NUNUKAN,KRAYAN TIMUR,6503182003,PA' PAWAN,0.5987,TERTINGGAL
"56,724",KALIMANTAN UTARA,NUNUKAN,LUMBIS,6503042003,DABULON,0.5987,TERTINGGAL
"56,725",LAMPUNG,LAMPUNG UTARA,SUNGKAI SELATAN,1803032023,GUNUNG LABUHAN,0.5987,TERTINGGAL
"56,726",MALUKU,MALUKU BARAT DAYA,DAMER,8108022005,BEBAR TIMUR,0.5987,TERTINGGAL
"56,727",MALUKU,MALUKU BARAT DAYA,PULAU WETANG,8108112002,UPUHUPUN,0.5987,TERTINGGAL
"56,728",MALUKU UTARA,HALMAHERA UTARA,GALELA BARAT,8203142009,KIRA,0.5987,TERTINGGAL
"56,729",NUSA TENGGARA TIMUR,ROTE NDAO,PANTAI BARU,5314052002,BATULILOK,0.5987,TERTINGGAL
"56,730",NUSA TENGGARA TIMUR,SIKKA,DORENG,5307202003,WOGALIRIT,0.5987,TERTINGGAL
"56,731",PAPUA BARAT,MANOKWARI,PRAFI,9202042007,WASEGI INDAH,0.5987,TERTINGGAL
"56,732",RIAU,INDRAGIRI HILIR,BATANG TUAKA,1404112003,SUNGAIDUSUN,0.5987,TERTINGGAL
"56,733",RIAU,INDRAGIRI HULU,RAKIT KULIM,1402132018,KAMPUNG BUNGA,0.5987,TERTINGGAL
"56,734",SULAWESI SELATAN,BONE,CENRANA,7308202014,PUSUNGNGE,0.5987,TERTINGGAL
"56,735",SULAWESI SELATAN,KEPULAUAN SELAYAR,TAKA BONERATE,7301082003,NYIUR INDAH,0.5987,TERTINGGAL
"56,736",SULAWESI SELATAN,LUWU,BUA,7317082005,POSI,0.5987,TERTINGGAL
PERINGKAT,NAMA PROVINSI,NAMA KABUPATEN,NAMA KECAMATAN,"K0DE DESADAGRI 72/2019",NAMA DESA,"NILAI IDM2021","STATUS IDMDESA 2021"
"56,737",SULAWESI TENGGARA,KONAWE,SOROPIA,7402112006,SORUE JAYA,0.5987,TERTINGGAL
"56,738",SULAWESI TENGGARA,KONAWE SELATAN,KOLONO,7405092007,MATAIWOI,0.5987,TERTINGGAL
"56,739",SULAWESI TENGGARA,KONAWE SELATAN,PALANGGA,7405042030,KAPUJAYA,0.5987,TERTINGGAL
"56,740",SUMATERA SELATAN,LAHAT,GUMAY TALANG,1604212003,TANJUNG KARANGAN,0.5987,TERTINGGAL
"56,741",SUMATERA UTARA,HUMBANG HASUNDUTAN,LINTONG NIHUTA,1216052002,SIHARJULU,0.5987,TERTINGGAL
"56,742",SUMATERA UTARA,MANDAILING NATAL,BUKIT MALINTANG,1213072003,HUTA BANGUN,0.5987,TERTINGGAL
"56,743",SUMATERA UTARA,NIAS SELATAN,TELUK DALAM,1214062006,HILIGEHO,0.5987,TERTINGGAL
"56,744",SUMATERA UTARA,TAPANULI SELATAN,SAIPAR DOLOK HOLE,1203052073,PADANG MANDAILING GARUGUR,0.5987,TERTINGGAL
"56,745",SUMATERA UTARA,TAPANULI TENGAH,SORKAM,1201022020,HITE URAT,0.5987,TERTINGGAL
"56,746",ACEH,ACEH JAYA,SAMPOINIET,1114042003,MEUNASAH KULAM,0.5986,TERTINGGAL
"56,747",ACEH,ACEH SELATAN,MEUKEK,1101052015,IE BUBOH,0.5986,TERTINGGAL
"56,748",ACEH,ACEH UTARA,MATANGKULI,1108052017,TANJONG BABAH KRUENG,0.5986,TERTINGGAL
"56,749",ACEH,ACEH UTARA,MUARA BATU,1108062002,MEUNASAH DRANG,0.5986,TERTINGGAL
"56,750",ACEH,PIDIE JAYA,BANDAR BARU,1118062040,UJONG LEBAT,0.5986,TERTINGGAL
"56,751",BENGKULU,REJANG LEBONG,KOTA PADANG,1702062018,KOTA PADANG BARU,0.5986,TERTINGGAL
"56,752",KALIMANTAN TENGAH,KATINGAN,KATINGAN HULU,6206082007,TUMBANG SALAMAN,0.5986,TERTINGGAL
"56,753",KALIMANTAN UTARA,NUNUKAN,LUMBIS,6503042014,SEDONGON,0.5986,TERTINGGAL
"56,754",LAMPUNG,LAMPUNG TIMUR,BATANGHARI,1807062017,PURWODADI MEKAR,0.5986,TERTINGGAL
"56,755",MALUKU,KEPULAUAN ARU,ARU UTARA,8107042002,KOLAMAR,0.5986,TERTINGGAL
"56,756",MALUKU UTARA,HALMAHERA BARAT,IBU,8201032023,GAMLAMO,0.5986,TERTINGGAL
"56,757",MALUKU UTARA,PULAU MOROTAI,MOROTAI SELATAN BARAT,8207022016,CIO DALAM,0.5986,TERTINGGAL
"56,758",NUSA TENGGARA TIMUR,SIKKA,NITA,5307042006,WULIWUTIK,0.5986,TERTINGGAL
"56,759",PAPUA,JAYAWIJAYA,HUBIKIAK,9102442007,HOM-HOM,0.5986,TERTINGGAL
"56,760",SULAWESI BARAT,POLEWALI MANDAR,TAPANGO,7604072010,BUSSU,0.5986,TERTINGGAL
"56,761",SULAWESI SELATAN,ENREKANG,CURIO,7316082005,TALLUNG URA,0.5986,TERTINGGAL
"56,762",SULAWESI TENGAH,BANGGAI LAUT,BOKAN KEPULAUAN,7211032015,BOLOKUT,0.5986,TERTINGGAL
"56,763",SULAWESI TENGAH,MOROWALI UTARA,SOYO JAYA,7212072008,MALINO JAYA,0.5986,TERTINGGAL
"56,764",SULAWESI TENGGARA,KONAWE SELATAN,KOLONO,7405092002,SAWA,0.5986,TERTINGGAL
"56,765",SUMATERA UTARA,SAMOSIR,PALIPI,1217042021,SIDEAK,0.5986,TERTINGGAL
"56,766",SUMATERA UTARA,SAMOSIR,SITIO-TIO,1217092002,JANJI RAJA,0.5986,TERTINGGAL
"56,767",SUMATERA UTARA,SIMALUNGUN,RAYA,1208292022,LOKKUNG RAYA,0.5986,TERTINGGAL
"56,768",SUMATERA UTARA,TAPANULI TENGAH,SORKAM,1201022023,MUARA NAULI,0.5986,TERTINGGAL
"56,769",PAPUA BARAT,TAMBRAUW,MPUR,9209262008,SERAYO,0.5986,TERTINGGAL
"56,770",ACEH,ACEH UTARA,NISAM,1108162037,BLANG DALAM BAROH,0.5984,TERTINGGAL
"56,771",ACEH,PIDIE,GLUMPANG BARO,1107292015,SEUREUKUI CEBREK,0.5984,TERTINGGAL
"56,772",ACEH,SIMEULUE,SIMEULUE TIMUR,1109042023,UJUNG TINGGI,0.5984,TERTINGGAL
"56,773",JAWA BARAT,CIANJUR,CIKADU,3203262010,SUKAMANAH,0.5984,TERTINGGAL
"56,774",JAWA TENGAH,MAGELANG,PAKIS,3308162009,DALEMAN KIDUL,0.5984,TERTINGGAL
"56,775",KALIMANTAN BARAT,MELAWI,PINOH UTARA,6110082003,NANGA BELIMBING,0.5984,TERTINGGAL
"56,776",KALIMANTAN SELATAN,TANAH BUMBU,MANTEWE,6310082014,GUNUNGRAYA,0.5984,TERTINGGAL
"56,777",KALIMANTAN TENGAH,LAMANDAU,MENTHOBI RAYA,6209052003,BATU AMPAR,0.5984,TERTINGGAL
"56,778",LAMPUNG,PESISIR BARAT,PESISIR UTARA,1813042011,PEMANCAR,0.5984,TERTINGGAL
"56,779",NUSA TENGGARA TIMUR,ROTE NDAO,ROTE TENGAH,5314042004,LIMAKOLI,0.5984,TERTINGGAL
"56,780",NUSA TENGGARA TIMUR,SIKKA,ALOK,5307052016,GUNUNG SARI,0.5984,TERTINGGAL
"56,781",PAPUA,TOLIKARA,KARUBAGA,9114012010,KOGIMAGI,0.5984,TERTINGGAL
"56,782",RIAU,KUANTAN SINGINGI,KUANTAN MUDIK,1409012019,BANJAR GUNTUNG,0.5984,TERTINGGAL
"56,783",SULAWESI BARAT,MAMASA,TAWALIAN,7603142004,RANTETANGNGA,0.5984,TERTINGGAL
"56,784",SUMATERA UTARA,ASAHAN,SEI KEPAYANG BARAT,1209242005,SEI LENDIR,0.5984,TERTINGGAL
"56,785",SUMATERA UTARA,DAIRI,PARBULUAN,1211102004,PARBULUAN III,0.5984,TERTINGGAL
"56,786",SUMATERA UTARA,NIAS SELATAN,PULAU-PULAU BATU,1214052006,HILIAMAODULA,0.5984,TERTINGGAL
"56,787",SUMATERA UTARA,PADANG LAWAS,AEK NABARA BARUMUN,1221112010,TOBING TINGGI,0.5984,TERTINGGAL
"56,788",SUMATERA UTARA,PADANG LAWAS,ULU BARUMUN,1221062001,SIMANULDANG JAE,0.5984,TERTINGGAL
"56,789",SUMATERA UTARA,TAPANULI UTARA,SIPAHUTAR,1202122024,SIABAL-ABAL V,0.5984,TERTINGGAL
"56,790",ACEH,ACEH UTARA,DEWANTARA,1108022004,PALOH GADENG,0.5983,TERTINGGAL
"56,791",ACEH,ACEH UTARA,SAMUDERA,1108082039,KITOU,0.5983,TERTINGGAL
"56,792",ACEH,ACEH UTARA,T. JAMBO AYE,1108142025,BUKET PADANG,0.5983,TERTINGGAL
"56,793",ACEH,ACEH UTARA,T. JAMBO AYE,1108142016,TANJONG ARA,0.5983,TERTINGGAL
"56,794",ACEH,BIREUEN,PEUDADA,1111032040,DAYAH MON ARA,0.5983,TERTINGGAL
"56,795",ACEH,PIDIE,MUARA TIGA,1107122005,SUKA JAYA,0.5983,TERTINGGAL
"56,796",KALIMANTAN BARAT,LANDAK,KUALA BEHE,6108092010,SEHE LUSUR,0.5983,TERTINGGAL
"56,797",KALIMANTAN BARAT,MELAWI,TANAH PINOH BARAT,6110112004,TOGAN BARU,0.5983,TERTINGGAL
"56,798",KALIMANTAN UTARA,NUNUKAN,KRAYAN BARAT,6503192016,PA' PIRIT,0.5983,TERTINGGAL
"56,799",LAMPUNG,LAMPUNG TENGAH,SEPUTIH SURABAYA,1802122010,MATARAM ILIR,0.5983,TERTINGGAL
"56,800",NUSA TENGGARA TIMUR,MANGGARAI,LELAK,5310152005,PONG UMPU,0.5983,TERTINGGAL
"56,801",NUSA TENGGARA TIMUR,SUMBA TIMUR,MAHU,5311222002,PATAMAWAI,0.5983,TERTINGGAL
"56,802",NUSA TENGGARA TIMUR,TIMOR TENGAH SELATAN,KUALIN,5302212007,KIUFATU,0.5983,TERTINGGAL
"56,803",PAPUA,KEPULAUAN YAPEN,RAIMBAWI,9105082012,SEWENUI,0.5983,TERTINGGAL
"56,804",PAPUA,KEPULAUAN YAPEN,YAPEN BARAT,9105022018,YENUSI MARAU,0.5983,TERTINGGAL
"56,805",SULAWESI BARAT,MAMUJU,KALUMPANG,7602042014,KONDO BULO,0.5983,TERTINGGAL
"56,806",SULAWESI SELATAN,TANA TORAJA,BONGGAKARADENG,7318032006,POTON,0.5983,TERTINGGAL
"56,807",SULAWESI TENGGARA,KONAWE,ASINUA,7402312008,ASIPAKO,0.5983,TERTINGGAL
"56,808",SUMATERA SELATAN,OGAN KOMERING ULU SELATAN,MUARA DUA KISAM,1609042040,SIMPANG LUBUK DALAM,0.5983,TERTINGGAL
"56,809",SUMATERA UTARA,DAIRI,GUNUNG SITEMBER,1211122005,GUNDALING,0.5983,TERTINGGAL
"56,810",SUMATERA UTARA,HUMBANG HASUNDUTAN,PARLILITAN,1216012012,SIONOM HUDON TORUAN,0.5983,TERTINGGAL
"56,811",SUMATERA UTARA,KOTA GUNUNGSITOLI,GUNUNGSITOLI UTARA,1278032004,TELUKBELUKAR,0.5983,TERTINGGAL
"56,812",SUMATERA UTARA,SIMALUNGUN,DOLOK SILAU,1208262012,SILAU MARAWAN,0.5983,TERTINGGAL
"56,813",SUMATERA UTARA,TAPANULI TENGAH,SIRANDORUNG,1201112008,MUARA ODE,0.5983,TERTINGGAL
"56,814",BENGKULU,LEBONG,LEBONG SELATAN,1707042001,KUTAI DONOK,0.5981,TERTINGGAL
"56,815",JAWA BARAT,CIANJUR,CIDAUN,3203232014,GELARWANGI,0.5981,TERTINGGAL
"56,816",MALUKU,MALUKU TENGGARA,KEI BESAR UTARA BARAT,8102172013,MUN ESSOY,0.5981,TERTINGGAL
"56,817",MALUKU UTARA,HALMAHERA SELATAN,MAKIAN BARAT,8204102003,OMBAWA,0.5981,TERTINGGAL
"56,818",MALUKU UTARA,KOTA TIDORE KEPULAUAN,OBA SELATAN,8272072006,TAGALAYA,0.5981,TERTINGGAL
"56,819",NUSA TENGGARA TIMUR,MANGGARAI,CIBAL,5310062024,LANDO,0.5981,TERTINGGAL
"56,820",ACEH,ACEH BARAT,BUBON,1105062015,SUAK PANGKAT,0.5979,TERTINGGAL
"56,821",ACEH,ACEH SINGKIL,SURO MAKMUR,1110122002,PANGKALAN SULAMPI,0.5979,TERTINGGAL
"56,822",ACEH,ACEH UTARA,DEWANTARA,1108022010,ULEE PULO,0.5979,TERTINGGAL
"56,823",ACEH,ACEH UTARA,SAWANG,1108152027,BABAH KRUENG,0.5979,TERTINGGAL
"56,824",ACEH,BENER MERIAH,SYIAH UTAMA,1117032017,RATA MULIE,0.5979,TERTINGGAL
"56,825",JAMBI,SAROLANGUN,BATANG ASAI,1503012003,MUARO AIR DUA,0.5979,TERTINGGAL
"56,826",JAWA TENGAH,GROBOGAN,PULOKULON,3315062005,SIDOREJO,0.5979,TERTINGGAL
"56,827",LAMPUNG,LAMPUNG TIMUR,JABUNG,1807032016,MEKAR JAYA,0.5979,TERTINGGAL
"56,828",LAMPUNG,LAMPUNG TIMUR,WAY JEPARA,1807072008,SRI REJOSARI,0.5979,TERTINGGAL
"56,829",NUSA TENGGARA BARAT,BIMA,SAPE,5206062007,SANGIA,0.5979,TERTINGGAL
"56,830",PAPUA,BIAK NUMFOR,BIAK TIMUR,9106032037,WADERBO,0.5979,TERTINGGAL
"56,831",SULAWESI TENGAH,POSO,LORE SELATAN,7202092006,RUNDE,0.5979,TERTINGGAL
"56,832",SUMATERA SELATAN,BANYUASIN,AIR KUMBANG,1607192013,BUDI MULYA,0.5979,TERTINGGAL
"56,833",SUMATERA UTARA,PADANG LAWAS UTARA,DOLOK,1220022023,LUBUK GODANG,0.5979,TERTINGGAL
"56,834",SUMATERA UTARA,TAPANULI UTARA,PAGARAN,1202102011,DOLOKSARIBU,0.5979,TERTINGGAL
"56,835",ACEH,ACEH BARAT,KAWAY XVI,1105022012,PEUNIA,0.5978,TERTINGGAL
"56,836",ACEH,ACEH UTARA,MEURAH MULIA,1108072006,RANGKILEH,0.5978,TERTINGGAL
"56,837",JAMBI,SAROLANGUN,BATANG ASAI,1503012021,BUKIT BERANTAI,0.5978,TERTINGGAL
"56,838",LAMPUNG,LAMPUNG UTARA,SUNGKAI SELATAN,1803032003,LABUHAN RATU PASAR,0.5978,TERTINGGAL
"56,839",MALUKU UTARA,HALMAHERA SELATAN,BACAN TIMUR SELATAN,8204212002,SILANG,0.5978,TERTINGGAL
"56,840",NUSA TENGGARA BARAT,BIMA,DONGGO,5206082010,RORA,0.5978,TERTINGGAL
"56,841",RIAU,ROKAN HILIR,PEKAITAN,1407142006,PEKAITAN,0.5978,TERTINGGAL
"56,842",SULAWESI BARAT,MAMUJU,TAPALANG,7602022012,RANTEDODA,0.5978,TERTINGGAL
"56,843",SULAWESI TENGAH,BANGGAI KEPULAUAN,BUKO SELATAN,7207182003,TATABAU,0.5978,TERTINGGAL
"56,844",SULAWESI TENGGARA,KONAWE,PONDIDAHA,7402042047,WAWOLAHUMBUTI,0.5978,TERTINGGAL
"56,845",SUMATERA SELATAN,OGAN KOMERING ULU,LENGKITI,1601282014,GEDUNG PEKUON,0.5978,TERTINGGAL
"56,846",SUMATERA SELATAN,OGAN KOMERING ULU SELATAN,PULAU BERINGIN,1609022012,TANJUNG BULAN,0.5978,TERTINGGAL
"56,847",SUMATERA UTARA,LANGKAT,HINAI,1205102006,HINAI KANAN,0.5978,TERTINGGAL
