PERINGKAT,NAMA PROVINSI,NAMA KABUPATEN,NAMA KECAMATAN,"K0DE DESA DAGRI 72/2019",NAMA DESA,"NILAI IDM 2021","STATUS IDM DESA 2021"
"74,042",SUMATERA UTARA,NIAS UTARA,NAMOHALU ESIWA,1224052010,ORAHILI,0.3679,SANGAT TERTINGGAL
"74,043",PAPUA,ASMAT,SUATOR,9118072039,KAPAYAP TIGA,0.3678,SANGAT TERTINGGAL
"74,044",PAPUA,JAYAWIJAYA,YALENGGA,9102352006,PILIMO,0.3678,SANGAT TERTINGGAL
"74,045",PAPUA,PUNCAK,MAGE'ABUME,9125162010,TINIBOLU,0.3678,SANGAT TERTINGGAL
"74,046",PAPUA,YAHUKIMO,NALCA,9113082002,CENDERAWASIH,0.3678,SANGAT TERTINGGAL
"74,047",SUMATERA UTARA,NIAS SELATAN,SIDUA'ORI,1214252008,HILIZANUWO,0.3678,SANGAT TERTINGGAL
"74,048",PAPUA,TOLIKARA,NUMBA,9114222011,YIRAGAME,0.3678,SANGAT TERTINGGAL
"74,049",PAPUA,WAROPEN,KIRIHI,9115102008,FOIRA,0.3678,SANGAT TERTINGGAL
"74,050",PAPUA,PUNCAK JAYA,WAEGI,9107292013,JIOGOBAK,0.3678,SANGAT TERTINGGAL
"74,051",PAPUA,PUNCAK JAYA,WAEGI,9107292004,NAKONGWE,0.3678,SANGAT TERTINGGAL
"74,052",PAPUA,PUNCAK JAYA,TINGGINAMBUT,9107122032,LUMBUK,0.3676,SANGAT TERTINGGAL
"74,053",PAPUA,YAHUKIMO,UKHA,9113212006,YELEPUNU,0.3675,SANGAT TERTINGGAL
"74,054",NUSA TENGGARA TIMUR,KUPANG,AMFOANG BARAT LAUT,5301222002,SAUKIBE,0.3673,SANGAT TERTINGGAL
"74,055",PAPUA,TOLIKARA,NUNGGAWI,9114202002,KOKONDAO,0.3671,SANGAT TERTINGGAL
"74,056",PAPUA,YAHUKIMO,NINIA,9113032026,BABET,0.3671,SANGAT TERTINGGAL
"74,057",PAPUA,PANIAI,KEBO,9108192012,GEIBU,0.3668,SANGAT TERTINGGAL
"74,058",SULAWESI SELATAN,KEPULAUAN SELAYAR,PASILAMBENA,7301092004,PULO MADU,0.3668,SANGAT TERTINGGAL
"74,059",PAPUA,INTAN JAYA,UGIMBA,9127072006,NGGAMAGAE,0.3667,SANGAT TERTINGGAL
"74,060",PAPUA,JAYAWIJAYA,POPUGOBA,9102662002,WAIMA,0.3667,SANGAT TERTINGGAL
"74,061",PAPUA,TOLIKARA,UMAGI,9114082010,GATINI,0.3667,SANGAT TERTINGGAL
"74,062",PAPUA,TOLIKARA,WARI/TAIYEVE II,9114302013,DORERA,0.3665,SANGAT TERTINGGAL
"74,063",PAPUA,YALIMO,ABENAHO,9122032055,YAWAN,0.3665,SANGAT TERTINGGAL
"74,064",PAPUA,INTAN JAYA,TOMOSIGA,9127082005,HEGENAGAI,0.3665,SANGAT TERTINGGAL
"74,065",PAPUA,JAYAWIJAYA,TAELAREK,9102462005,BUDLIEM,0.3665,SANGAT TERTINGGAL
"74,066",PAPUA,YAHUKIMO,WUSAMA,9113122002,SABIN,0.3665,SANGAT TERTINGGAL
"74,067",PAPUA,YAHUKIMO,WUSAMA,9113122008,SANGATUR,0.3665,SANGAT TERTINGGAL
"74,068",PAPUA,YAHUKIMO,WUSAMA,9113122010,YEREKAMA,0.3665,SANGAT TERTINGGAL
"74,069",ACEH,PIDIE JAYA,BANDAR BARU,1118062038,ABAH LUENG,0.3662,SANGAT TERTINGGAL
"74,070",PAPUA,PUNCAK JAYA,WANWI,9107272013,ANGGALO,0.3662,SANGAT TERTINGGAL
"74,071",PAPUA,PUNCAK JAYA,WANWI,9107272006,KIBURU,0.3662,SANGAT TERTINGGAL
"74,072",PAPUA,PUNCAK JAYA,WANWI,9107272014,WIYAGE,0.3662,SANGAT TERTINGGAL
"74,073",PAPUA,YAHUKIMO,SILIMO,9113062010,SIANELE,0.3662,SANGAT TERTINGGAL
"74,074",PAPUA,YAHUKIMO,SILIMO,9113062004,SILOMA,0.3662,SANGAT TERTINGGAL
"74,075",PAPUA,YAHUKIMO,SILIMO,9113062016,WEAKMA,0.3662,SANGAT TERTINGGAL
"74,076",PAPUA,TOLIKARA,GOYAGE,9114052001,GOYAGE,0.3661,SANGAT TERTINGGAL
"74,077",PAPUA,TOLIKARA,KUARI,9114142013,TEBENALO,0.3661,SANGAT TERTINGGAL
"74,078",PAPUA,ASMAT,SUATOR,9118072031,AYAK,0.3659,SANGAT TERTINGGAL
"74,079",PAPUA,ASMAT,SUATOR,9118072038,KAPAYAP DUA,0.3659,SANGAT TERTINGGAL
"74,080",PAPUA,JAYAWIJAYA,MULIAMA,9102602008,MOLEBAGA,0.3659,SANGAT TERTINGGAL
"74,081",PAPUA,PEGUNUNGAN BINTANG,OKBAPE,9112122003,AKMER,0.3659,SANGAT TERTINGGAL
"74,082",PAPUA,PEGUNUNGAN BINTANG,TEIRAPLU,9112312007,TERAPDEI,0.3659,SANGAT TERTINGGAL
"74,083",PAPUA,YAHUKIMO,KONA,9113342004,WETMUK,0.3659,SANGAT TERTINGGAL
"74,084",PAPUA,YAHUKIMO,TALAMBO,9113312009,LELAMBO 2,0.3659,SANGAT TERTINGGAL
"74,085",PAPUA,WAROPEN,KIRIHI,9115102009,KAWARI,0.3659,SANGAT TERTINGGAL
"74,086",PAPUA,WAROPEN,KIRIHI,9115102010,WAFUKA,0.3659,SANGAT TERTINGGAL
"74,087",PAPUA,PUNCAK JAYA,LUMO,9107232008,GILILOME,0.3659,SANGAT TERTINGGAL
"74,088",PAPUA,PUNCAK JAYA,LUMO,9107232004,NINGGINERI,0.3659,SANGAT TERTINGGAL
"74,089",PAPUA,PUNCAK JAYA,WAEGI,9107292019,AULAKME,0.3659,SANGAT TERTINGGAL
"74,090",PAPUA,TOLIKARA,GOYAGE,9114052008,DOGE,0.3659,SANGAT TERTINGGAL
"74,091",PAPUA,TOLIKARA,NUNGGAWI,9114202013,NUMBE,0.3658,SANGAT TERTINGGAL
"74,092",PAPUA,JAYAWIJAYA,HUBIKOSI,9102122029,IKILUMO,0.3656,SANGAT TERTINGGAL
PERINGKAT,NAMA PROVINSI,NAMA KABUPATEN,NAMA KECAMATAN,"K0DE DESADAGRI 72/2019",NAMA DESA,"NILAI IDM2021","STATUS IDMDESA 2021"
"74,093",PAPUA,PEGUNUNGAN BINTANG,EIPUMEK,9112322005,WAKIDAM,0.3656,SANGAT TERTINGGAL
"74,094",SUMATERA UTARA,NIAS SELATAN,O'O'U,1214212007,LOLOMAYA,0.3656,SANGAT TERTINGGAL
"74,095",PAPUA,JAYAWIJAYA,MOLAGALOME,9102562005,MEBUNUKME,0.3652,SANGAT TERTINGGAL
"74,096",PAPUA,TOLIKARA,KONDA/ KONDAGA,9114122019,TINGAPURA,0.3650,SANGAT TERTINGGAL
"74,097",PAPUA,PANIAI,KEBO,9108192001,KEBO II,0.3649,SANGAT TERTINGGAL
"74,098",PAPUA,YALIMO,ABENAHO,9122032045,WAMBAL,0.3646,SANGAT TERTINGGAL
"74,099",PAPUA,YALIMO,BENAWA,9122042034,LAWE,0.3646,SANGAT TERTINGGAL
"74,100",PAPUA,PANIAI,SIRIWO,9108132008,GIWO,0.3646,SANGAT TERTINGGAL
"74,101",PAPUA BARAT,SORONG,SUNOOK,9201462005,SUUS,0.3646,SANGAT TERTINGGAL
"74,102",PAPUA,TOLIKARA,BOKONDINI,9114022007,APIAM,0.3646,SANGAT TERTINGGAL
"74,103",PAPUA,TOLIKARA,UMAGI,9114082001,UMAGI,0.3645,SANGAT TERTINGGAL
"74,104",PAPUA,TOLIKARA,UMAGI,9114082003,YALI,0.3645,SANGAT TERTINGGAL
"74,105",PAPUA,TOLIKARA,WAKUWO,9114342012,GOLENA,0.3645,SANGAT TERTINGGAL
"74,106",PAPUA,TOLIKARA,WAKUWO,9114342007,GULAK,0.3645,SANGAT TERTINGGAL
"74,107",PAPUA,TOLIKARA,WAKUWO,9114342009,GUNALO,0.3645,SANGAT TERTINGGAL
"74,108",PAPUA,TOLIKARA,WAKUWO,9114342010,KORLO,0.3645,SANGAT TERTINGGAL
"74,109",PAPUA,TOLIKARA,WAKUWO,9114342004,KWARINI,0.3645,SANGAT TERTINGGAL
"74,110",PAPUA,TOLIKARA,WAKUWO,9114342008,NOWO,0.3645,SANGAT TERTINGGAL
"74,111",PAPUA,TOLIKARA,WAKUWO,9114342001,WAMA,0.3645,SANGAT TERTINGGAL
"74,112",PAPUA,TOLIKARA,WAKUWO,9114342005,WEYAGE,0.3645,SANGAT TERTINGGAL
"74,113",PAPUA,TOLIKARA,KUARI,9114142018,GUBAGI,0.3645,SANGAT TERTINGGAL
"74,114",PAPUA,TOLIKARA,NABUNAGE,9114182012,WEWO,0.3645,SANGAT TERTINGGAL
"74,115",PAPUA,PUNCAK,SINAK,9125062015,MOGULU,0.3644,SANGAT TERTINGGAL
"74,116",PAPUA,YAHUKIMO,KWELEMDUA,9113472002,KWELEMDUA,0.3644,SANGAT TERTINGGAL
"74,117",PAPUA,PUNCAK JAYA,WANWI,9107272010,NABURAGE,0.3643,SANGAT TERTINGGAL
"74,118",PAPUA,PUNCAK JAYA,WANWI,9107272002,NENEGAME,0.3643,SANGAT TERTINGGAL
"74,119",PAPUA,PUNCAK JAYA,WANWI,9107272005,PERNALUK,0.3643,SANGAT TERTINGGAL
"74,120",PAPUA,PANIAI,EKADIDE,9108212013,BAGUWO,0.3643,SANGAT TERTINGGAL
"74,121",PAPUA,PANIAI,EKADIDE,9108212021,DEBAMOMAIDA,0.3643,SANGAT TERTINGGAL
"74,122",PAPUA,PANIAI,EKADIDE,9108212004,GEIDA,0.3643,SANGAT TERTINGGAL
"74,123",PAPUA,PANIAI,EKADIDE,9108212006,MAKIDIMI,0.3643,SANGAT TERTINGGAL
"74,124",PAPUA,PANIAI,EKADIDE,9108212008,OGEIDA,0.3643,SANGAT TERTINGGAL
"74,125",PAPUA,PANIAI,EKADIDE,9108212022,TEGOUGIPUGAIDA,0.3643,SANGAT TERTINGGAL
"74,126",PAPUA,PANIAI,KEBO,9108192013,YOKADAGI,0.3643,SANGAT TERTINGGAL
"74,127",PAPUA,PANIAI,SIRIWO,9108132011,DEGATADI,0.3643,SANGAT TERTINGGAL
"74,128",PAPUA,PANIAI,SIRIWO,9108132007,DOGOMOUTO,0.3643,SANGAT TERTINGGAL
"74,129",PAPUA,PANIAI,SIRIWO,9108132013,WEGEKEBO,0.3643,SANGAT TERTINGGAL
"74,130",PAPUA,PANIAI,SIRIWO,9108132014,YINOTADI,0.3643,SANGAT TERTINGGAL
"74,131",PAPUA,TOLIKARA,NABUNAGE,9114182002,KUPARA,0.3643,SANGAT TERTINGGAL
"74,132",PAPUA,TOLIKARA,KUBU,9114112015,NUMBUGAWE,0.3643,SANGAT TERTINGGAL
"74,133",PAPUA,TOLIKARA,BIUK,9114462008,MBINIME/JINULIRA,0.3642,SANGAT TERTINGGAL
"74,134",PAPUA,INTAN JAYA,TOMOSIGA,9127082009,SUGULUBAGALA,0.3641,SANGAT TERTINGGAL
"74,135",PAPUA BARAT,TAMBRAUW,IRERES,9209172005,ATAFRUMEK,0.3641,SANGAT TERTINGGAL
"74,136",PAPUA,ASMAT,SUATOR,9118072036,AMAKOT,0.3640,SANGAT TERTINGGAL
"74,137",PAPUA,ASMAT,SUATOR,9118072037,KAPAYAP SATU,0.3640,SANGAT TERTINGGAL
"74,138",PAPUA,JAYAWIJAYA,YALENGGA,9102352002,TAGANIK,0.3640,SANGAT TERTINGGAL
"74,139",PAPUA,YAHUKIMO,NALCA,9113082004,BOLDA,0.3640,SANGAT TERTINGGAL
"74,140",SUMATERA UTARA,PADANG LAWAS UTARA,HULU SIHAPAS,1220092009,SITABAR,0.3640,SANGAT TERTINGGAL
"74,141",PAPUA,YALIMO,BENAWA,9122042012,HIMI,0.3640,SANGAT TERTINGGAL
"74,142",PAPUA,YALIMO,BENAWA,9122042011,MARTARU,0.3640,SANGAT TERTINGGAL
"74,143",PAPUA,YALIMO,BENAWA,9122042026,URAMBURU,0.3640,SANGAT TERTINGGAL
"74,144",PAPUA,PUNCAK JAYA,LUMO,9107232003,GILIBE,0.3640,SANGAT TERTINGGAL
"74,145",PAPUA,PUNCAK JAYA,LUMO,9107232002,KILILUMO,0.3640,SANGAT TERTINGGAL
"74,146",PAPUA,PUNCAK JAYA,LUMO,9107232007,TIGIR,0.3640,SANGAT TERTINGGAL
"74,147",PAPUA,PUNCAK JAYA,LUMO,9107232006,WULUMA,0.3640,SANGAT TERTINGGAL
"74,148",PAPUA,PUNCAK JAYA,LUMO,9107232005,WURABAK,0.3640,SANGAT TERTINGGAL
"74,149",PAPUA,YALIMO,BENAWA,9122042037,NUOROK,0.3638,SANGAT TERTINGGAL
"74,150",PAPUA,DOGIYAI,DOGIYAI,9126102004,DENEMANI,0.3638,SANGAT TERTINGGAL
"74,151",PAPUA,TOLIKARA,WUNIM,9114062022,NUMBUBOTON,0.3637,SANGAT TERTINGGAL
"74,152",PAPUA,TOLIKARA,LI ANOGOMMA,9114452010,BOGOME,0.3636,SANGAT TERTINGGAL
"74,153",PAPUA,JAYAWIJAYA,MOLAGALOME,9102562001,TANAHMERAH,0.3635,SANGAT TERTINGGAL
"74,154",PAPUA BARAT,TAMBRAUW,KASI,9209282001,MESERIKWEDA,0.3633,SANGAT TERTINGGAL
"74,155",PAPUA BARAT,TAMBRAUW,KASI,9209282012,MEYOMNAR,0.3633,SANGAT TERTINGGAL
"74,156",SUMATERA UTARA,NIAS,GIDO,1204062052,TULUMBAHO SALO'O,0.3633,SANGAT TERTINGGAL
"74,157",PAPUA,TOLIKARA,GOYAGE,9114052027,PEKO,0.3630,SANGAT TERTINGGAL
"74,158",ACEH,KOTA SUBULUSSALAM,LONGKIB,1175052002,SEPANG,0.3629,SANGAT TERTINGGAL
"74,159",PAPUA,JAYAWIJAYA,YALENGGA,9102352004,WANANUK,0.3627,SANGAT TERTINGGAL
"74,160",PAPUA,MAMBERAMO TENGAH,ERAGAYAM,9121032001,WINIMA,0.3627,SANGAT TERTINGGAL
"74,161",PAPUA,PUNCAK,BEOGA BARAT,9125102001,BABE,0.3627,SANGAT TERTINGGAL
"74,162",PAPUA,PUNCAK,BEOGA TIMUR,9125112004,PILOKOMA,0.3627,SANGAT TERTINGGAL
"74,163",PAPUA,YAHUKIMO,HILIPUK,9113492002,HOMIDIPMU,0.3627,SANGAT TERTINGGAL
"74,164",PAPUA,TOLIKARA,NUMBA,9114222014,KERAGIGELOK,0.3626,SANGAT TERTINGGAL
"74,165",PAPUA,TOLIKARA,NUNGGAWI,9114202003,BELEP,0.3626,SANGAT TERTINGGAL
"74,166",PAPUA,TOLIKARA,NUNGGAWI,9114202023,KABUMANGGEN,0.3626,SANGAT TERTINGGAL
"74,167",PAPUA,TOLIKARA,NUNGGAWI,9114202007,KILUNGGA,0.3626,SANGAT TERTINGGAL
"74,168",PAPUA,YAHUKIMO,SILIMO,9113062014,SUOK,0.3624,SANGAT TERTINGGAL
"74,169",PAPUA,PUNCAK JAYA,TAGANOMBAK,9107322001,GUNA,0.3624,SANGAT TERTINGGAL
"74,170",PAPUA,PUNCAK JAYA,TAGANOMBAK,9107322002,MANDURA,0.3624,SANGAT TERTINGGAL
"74,171",PAPUA,PUNCAK JAYA,WANWI,9107272012,ANGGAGALO,0.3624,SANGAT TERTINGGAL
"74,172",PAPUA,PUNCAK JAYA,WANWI,9107272009,GIBUME,0.3624,SANGAT TERTINGGAL
"74,173",PAPUA,PUNCAK JAYA,WANWI,9107272007,NUWI,0.3624,SANGAT TERTINGGAL
"74,174",PAPUA,PUNCAK JAYA,WANWI,9107272015,PIYABIGIMBUT,0.3624,SANGAT TERTINGGAL
"74,175",PAPUA,PUNCAK JAYA,WANWI,9107272011,YUNGGWI,0.3624,SANGAT TERTINGGAL
"74,176",PAPUA,PANIAI,WEGEE BINO,9108232003,BUBUGIWO,0.3622,SANGAT TERTINGGAL
"74,177",PAPUA,PANIAI,WEGEE BINO,9108232001,DEI,0.3622,SANGAT TERTINGGAL
"74,178",PAPUA,PANIAI,WEGEE BINO,9108232002,OBAIYOWETA,0.3622,SANGAT TERTINGGAL
"74,179",PAPUA,PANIAI,WEGEE BINO,9108232004,YIMOUTO,0.3622,SANGAT TERTINGGAL
"74,180",PAPUA,INTAN JAYA,UGIMBA,9127072001,UGIMBA,0.3621,SANGAT TERTINGGAL
"74,181",PAPUA,PUNCAK JAYA,TINGGINAMBUT,9107122022,GIMANGGEN,0.3621,SANGAT TERTINGGAL
"74,182",PAPUA,PUNCAK JAYA,TINGGINAMBUT,9107122071,GUBUPUR,0.3621,SANGAT TERTINGGAL
"74,183",PAPUA,PUNCAK JAYA,TINGGINAMBUT,9107122019,PAPUA,0.3621,SANGAT TERTINGGAL
"74,184",PAPUA,WAROPEN,KIRIHI,9115102007,ARU ANTU,0.3621,SANGAT TERTINGGAL
"74,185",PAPUA,WAROPEN,KIRIHI,9115102005,DIWAH,0.3621,SANGAT TERTINGGAL
"74,186",PAPUA,WAROPEN,KIRIHI,9115102006,KUAISA,0.3621,SANGAT TERTINGGAL
"74,187",PAPUA,YALIMO,BENAWA,9122042032,IKON,0.3621,SANGAT TERTINGGAL
"74,188",PAPUA,YALIMO,BENAWA,9122042025,KAMIKA,0.3621,SANGAT TERTINGGAL
"74,189",PAPUA,TOLIKARA,WARI/TAIYEVE II,9114302016,KALIBU,0.3619,SANGAT TERTINGGAL
"74,190",PAPUA,TOLIKARA,BOGONUK,9114442004,EWAN,0.3618,SANGAT TERTINGGAL
"74,191",PAPUA,TOLIKARA,NUMBA,9114222006,KUMA,0.3618,SANGAT TERTINGGAL
"74,192",PAPUA,YALIMO,ELELIM,9122012033,OHONIAM,0.3617,SANGAT TERTINGGAL
"74,193",PAPUA,TOLIKARA,NELAWI,9114132011,WABUNA,0.3617,SANGAT TERTINGGAL
"74,194",PAPUA,JAYAWIJAYA,WELESI,9102632004,LANTIPO,0.3616,SANGAT TERTINGGAL
"74,195",SUMATERA UTARA,NIAS SELATAN,HILISALAWA'AHE,1214232010,HILIGODU,0.3616,SANGAT TERTINGGAL
"74,196",PAPUA,DOGIYAI,KAMU,9126012007,IDAKOTU,0.3614,SANGAT TERTINGGAL
"74,197",PAPUA,TOLIKARA,NELAWI,9114132010,MEGAPURA,0.3613,SANGAT TERTINGGAL
"74,198",PAPUA,TOLIKARA,NUNGGAWI,9114202014,KANGGINERI,0.3612,SANGAT TERTINGGAL
"74,199",PAPUA,TOLIKARA,NELAWI,9114132014,YILOGONIME/TABINABO,0.3611,SANGAT TERTINGGAL
"74,200",PAPUA,SARMI,SARMI TIMUR,9110132005,BINYER,0.3611,SANGAT TERTINGGAL
"74,201",PAPUA,YAHUKIMO,HILIPUK,9113492003,KINI,0.3611,SANGAT TERTINGGAL
"74,202",PAPUA,TOLIKARA,NELAWI,9114132005,TABOWANIMBO,0.3611,SANGAT TERTINGGAL
"74,203",PAPUA,JAYAWIJAYA,PIRAMID,9102592004,ALGONIK,0.3608,SANGAT TERTINGGAL
"74,204",PAPUA,PUNCAK JAYA,DAGAI,9107332001,DAGAI,0.3608,SANGAT TERTINGGAL
PERINGKAT,NAMA PROVINSI,NAMA KABUPATEN,NAMA KECAMATAN,"K0DE DESADAGRI 72/2019",NAMA DESA,"NILAI IDM2021","STATUS IDMDESA 2021"
"74,205",PAPUA,PUNCAK JAYA,DAGAI,9107332006,MBOMBAN,0.3608,SANGAT TERTINGGAL
"74,206",PAPUA,PUNCAK JAYA,DAGAI,9107332007,YEIHINERI,0.3608,SANGAT TERTINGGAL
"74,207",PAPUA,TOLIKARA,BIUK,9114462007,GALUBUP,0.3607,SANGAT TERTINGGAL
"74,208",PAPUA,TOLIKARA,BIUK,9114462005,TOMAGIPURA,0.3607,SANGAT TERTINGGAL
"74,209",PAPUA,TOLIKARA,GILUBANDU,9114192004,MARTELO,0.3607,SANGAT TERTINGGAL
"74,210",PAPUA,TOLIKARA,NUNGGAWI,9114202012,DEREK,0.3607,SANGAT TERTINGGAL
"74,211",PAPUA,DOGIYAI,MAPIA,9126022004,DAWAIKUNU,0.3606,SANGAT TERTINGGAL
"74,212",PAPUA,TOLIKARA,TIMORI,9114232003,TIRIB,0.3606,SANGAT TERTINGGAL
"74,213",PAPUA,TOLIKARA,UMAGI,9114082013,GURIN,0.3606,SANGAT TERTINGGAL
"74,214",PAPUA,MERAUKE,TABONJI,9101182002,WANGGAMBI,0.3605,SANGAT TERTINGGAL
"74,215",PAPUA,YAHUKIMO,SILIMO,9113062012,SILON,0.3605,SANGAT TERTINGGAL
"74,216",PAPUA,PANIAI,BIBIDA,9108092021,DAMA DAMA,0.3605,SANGAT TERTINGGAL
"74,217",PAPUA,PANIAI,BIBIDA,9108092019,KUGAISIGA,0.3605,SANGAT TERTINGGAL
"74,218",PAPUA,PANIAI,BIBIDA,9108092018,TUWAKTU,0.3605,SANGAT TERTINGGAL
"74,219",PAPUA,PANIAI,SIRIWO,9108132006,BUGUBUTU,0.3605,SANGAT TERTINGGAL
"74,220",PAPUA,PANIAI,SIRIWO,9108132002,DADOU/SIRIWO,0.3605,SANGAT TERTINGGAL
"74,221",PAPUA,PANIAI,SIRIWO,9108132009,NOMOKEPOTA,0.3605,SANGAT TERTINGGAL
"74,222",PAPUA,PUNCAK JAYA,TAGANOMBAK,9107322008,GINIMANGGEN,0.3605,SANGAT TERTINGGAL
"74,223",PAPUA,PUNCAK JAYA,DAGAI,9107332002,DAGAI DUA,0.3605,SANGAT TERTINGGAL
"74,224",PAPUA,PUNCAK JAYA,TAGANOMBAK,9107322010,WUMBIRI,0.3605,SANGAT TERTINGGAL
"74,225",PAPUA,PUNCAK JAYA,WANWI,9107272008,PONGGONAME,0.3605,SANGAT TERTINGGAL
"74,226",PAPUA,YALIMO,BENAWA,9122042027,KAPAWA,0.3602,SANGAT TERTINGGAL
"74,227",PAPUA,TOLIKARA,AWEKU,9114432001,WULUK,0.3601,SANGAT TERTINGGAL
"74,228",PAPUA,TOLIKARA,BOGONUK,9114442003,PABA,0.3601,SANGAT TERTINGGAL
"74,229",PAPUA,TOLIKARA,GOYAGE,9114052029,TIGIR,0.3601,SANGAT TERTINGGAL
"74,230",PAPUA,TOLIKARA,KANGGIME,9114032018,AULANI,0.3601,SANGAT TERTINGGAL
"74,231",ACEH,BIREUEN,PEUDADA,1111032043,TANJONG SEULAMAT,0.3600,SANGAT TERTINGGAL
"74,232",PAPUA BARAT,TAMBRAUW,MANEKAR,9209252006,AJAMI WARIPI,0.3600,SANGAT TERTINGGAL
"74,233",PAPUA,TOLIKARA,AWEKU,9114432006,AGIN,0.3598,SANGAT TERTINGGAL
"74,234",PAPUA,TOLIKARA,BOGONUK,9114442010,ANDOMAK,0.3598,SANGAT TERTINGGAL
"74,235",PAPUA,TOLIKARA,GILUBANDU,9114192010,ORELUKBAN,0.3598,SANGAT TERTINGGAL
"74,236",PAPUA,TOLIKARA,NUNGGAWI,9114202019,KUBALO,0.3598,SANGAT TERTINGGAL
"74,237",PAPUA,ASMAT,SIRETS,9118172004,KAIMO,0.3597,SANGAT TERTINGGAL
"74,238",PAPUA,JAYAWIJAYA,MOLAGALOME,9102562006,OKWA,0.3595,SANGAT TERTINGGAL
"74,239",PAPUA BARAT,TAMBRAUW,KASI,9209282002,KASI BARU,0.3595,SANGAT TERTINGGAL
"74,240",PAPUA,TOLIKARA,BOKONDINI,9114022015,GALALA,0.3593,SANGAT TERTINGGAL
"74,241",PAPUA,TOLIKARA,NELAWI,9114132009,PALAGI,0.3593,SANGAT TERTINGGAL
"74,242",PAPUA,TOLIKARA,DUNDU,9114242003,KEMBU,0.3592,SANGAT TERTINGGAL
"74,243",PAPUA,MAMBERAMO RAYA,RUFAER,9120032001,FONA,0.3589,SANGAT TERTINGGAL
"74,244",PAPUA,NABIRE,DIPA,9104242005,JAINOA,0.3589,SANGAT TERTINGGAL
"74,245",PAPUA,PUNCAK,BEOGA BARAT,9125102002,JAMBUL,0.3589,SANGAT TERTINGGAL
"74,246",PAPUA,SARMI,APAWER HULU,9110092014,BINA,0.3589,SANGAT TERTINGGAL
"74,247",PAPUA,YAHUKIMO,DIRWEMNA,9113352001,DIRWEMNA,0.3589,SANGAT TERTINGGAL
"74,248",PAPUA,YAHUKIMO,PRONGGOLI,9113262006,LIRUTEK,0.3589,SANGAT TERTINGGAL
"74,249",PAPUA,YAHUKIMO,SURU SURU,9113112013,SOLOK,0.3589,SANGAT TERTINGGAL
"74,250",PAPUA,YAHUKIMO,SURU SURU,9113112011,YOSUA,0.3589,SANGAT TERTINGGAL
"74,251",PAPUA BARAT,TAMBRAUW,KWOOR,9209042011,ORWEN,0.3589,SANGAT TERTINGGAL
"74,252",PAPUA,PUNCAK JAYA,DAGAI,9107332003,DEIDE,0.3589,SANGAT TERTINGGAL
"74,253",PAPUA,TOLIKARA,KANGGIME,9114032054,DUNDU,0.3588,SANGAT TERTINGGAL
"74,254",PAPUA,TOLIKARA,GOYAGE,9114052024,BINI,0.3587,SANGAT TERTINGGAL
"74,255",PAPUA,TOLIKARA,GOYAGE,9114052007,DUGI,0.3587,SANGAT TERTINGGAL
"74,256",PAPUA,TOLIKARA,GOYAGE,9114052032,GILOK,0.3587,SANGAT TERTINGGAL
"74,257",PAPUA,TOLIKARA,GOYAGE,9114052026,KUMBU,0.3587,SANGAT TERTINGGAL
"74,258",PAPUA,TOLIKARA,GOYAGE,9114052028,TIRI,0.3587,SANGAT TERTINGGAL
"74,259",PAPUA,YAHUKIMO,SEREDELA,9113442006,BURUPMAKOT,0.3586,SANGAT TERTINGGAL
"74,260",PAPUA,YAHUKIMO,SEREDELA,9113442003,KOPER,0.3586,SANGAT TERTINGGAL
"74,261",PAPUA,YAHUKIMO,SEREDELA,9113442002,MORUF,0.3586,SANGAT TERTINGGAL
"74,262",PAPUA,YAHUKIMO,SEREDELA,9113442004,TERET,0.3586,SANGAT TERTINGGAL
"74,263",PAPUA,YAHUKIMO,SEREDELA,9113442007,YASIP,0.3586,SANGAT TERTINGGAL
"74,264",PAPUA,YAHUKIMO,SILIMO,9113062020,WUBIALO,0.3586,SANGAT TERTINGGAL
"74,265",PAPUA,YAHUKIMO,SOBAHAM,9113452010,SILAK PAHABOL,0.3586,SANGAT TERTINGGAL
"74,266",PAPUA,TOLIKARA,TIMORI,9114232011,TIONER,0.3586,SANGAT TERTINGGAL
"74,267",PAPUA,PANIAI,ARADIDE,9108042040,IBOUWAGU,0.3586,SANGAT TERTINGGAL
"74,268",PAPUA,PUNCAK JAYA,FAWI,9107062016,EVO,0.3586,SANGAT TERTINGGAL
"74,269",PAPUA,PUNCAK JAYA,TAGANOMBAK,9107322006,ABILI,0.3586,SANGAT TERTINGGAL
"74,270",PAPUA,PUNCAK JAYA,TAGANOMBAK,9107322003,LUGUBAGO,0.3586,SANGAT TERTINGGAL
"74,271",PAPUA,PUNCAK JAYA,TAGANOMBAK,9107322004,ANDUGIR,0.3586,SANGAT TERTINGGAL
"74,272",PAPUA,PUNCAK JAYA,TAGANOMBAK,9107322009,LAWOREGE,0.3586,SANGAT TERTINGGAL
"74,273",PAPUA,PUNCAK JAYA,TAGANOMBAK,9107322005,MUARA MIGUNI,0.3586,SANGAT TERTINGGAL
"74,274",PAPUA,PUNCAK JAYA,TAGANOMBAK,9107322007,PEREYA,0.3586,SANGAT TERTINGGAL
"74,275",PAPUA,TOLIKARA,GIKA,9114352009,MEMBRAMONGGEN,0.3586,SANGAT TERTINGGAL
"74,276",SUMATERA UTARA,NIAS SELATAN,ULU IDANOTAE,1214342011,SINDROLO,0.3583,SANGAT TERTINGGAL
